Filename,Places,Transitions,ptarcs,tparcs,In_Degree,Out_Degree,Rules_set_Active,Tokens,Bonds,max_bond_arcs,Max_bond_degree,Mean_bond_degree,Sd_bond_degree,Tokens_Initial,Initial_Bonds,bonds_created,bonds_destroyed,Bond_Arcs
/Users/eleftheriakouppari/Desktop/PHD/CURRENT/CODE/PhD-RPN-ASP/RandomPetriNetsGenerator/RESULTS_full/places_to_stop/10/r1_r2_r3_r4_r5_r6_r7_r8_r9/no_bonds/token_types_6/randomPN_0.lp,10,10,11,19,1.9,1.1,"{'R1': 2, 'R2': 1, 'R3': 0, 'R4': 4, 'R5': 3, 'R6': 0, 'R7': 1, 'R8': 3, 'R9': 0}",6,0,0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
/Users/eleftheriakouppari/Desktop/PHD/CURRENT/CODE/PhD-RPN-ASP/RandomPetriNetsGenerator/RESULTS_full/places_to_stop/10/r1_r2_r3_r4_r5_r6_r7_r8_r9/no_bonds/token_types_6/randomPN_1.lp,10,10,10,16,1.6,1.0,"{'R1': 1, 'R2': 4, 'R3': 1, 'R4': 2, 'R5': 3, 'R6': 0, 'R7': 0, 'R8': 0, 'R9': 0}",6,0,0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
/Users/eleftheriakouppari/Desktop/PHD/CURRENT/CODE/PhD-RPN-ASP/RandomPetriNetsGenerator/RESULTS_full/places_to_stop/10/r1_r2_r3_r4_r5_r6_r7_r8_r9/no_bonds/token_types_6/randomPN_10.lp,10,8,8,10,1.0,0.8,"{'R1': 2, 'R2': 3, 'R3': 1, 'R4': 2, 'R5': 1, 'R6': 0, 'R7': 0, 'R8': 0, 'R9': 0}",6,0,0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
/Users/eleftheriakouppari/Desktop/PHD/CURRENT/CODE/PhD-RPN-ASP/RandomPetriNetsGenerator/RESULTS_full/places_to_stop/10/r1_r2_r3_r4_r5_r6_r7_r8_r9/no_bonds/token_types_6/randomPN_11.lp,10,14,14,15,1.5,1.4,"{'R1': 4, 'R2': 2, 'R3': 2, 'R4': 0, 'R5': 1, 'R6': 1, 'R7': 0, 'R8': 3, 'R9': 2}",6,0,0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
/Users/eleftheriakouppari/Desktop/PHD/CURRENT/CODE/PhD-RPN-ASP/RandomPetriNetsGenerator/RESULTS_full/places_to_stop/10/r1_r2_r3_r4_r5_r6_r7_r8_r9/no_bonds/token_types_6/randomPN_12.lp,10,9,11,9,0.9,1.1,"{'R1': 3, 'R2': 2, 'R3': 3, 'R4': 0, 'R5': 0, 'R6': 0, 'R7': 0, 'R8': 0, 'R9': 3}",6,0,0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
/Users/eleftheriakouppari/Desktop/PHD/CURRENT/CODE/PhD-RPN-ASP/RandomPetriNetsGenerator/RESULTS_full/places_to_stop/10/r1_r2_r3_r4_r5_r6_r7_r8_r9/no_bonds/token_types_6/randomPN_13.lp,10,14,18,18,1.8,1.8,"{'R1': 3, 'R2': 0, 'R3': 3, 'R4': 1, 'R5': 3, 'R6': 2, 'R7': 1, 'R8': 2, 'R9': 3}",6,0,0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
/Users/eleftheriakouppari/Desktop/PHD/CURRENT/CODE/PhD-RPN-ASP/RandomPetriNetsGenerator/RESULTS_full/places_to_stop/10/r1_r2_r3_r4_r5_r6_r7_r8_r9/no_bonds/token_types_6/randomPN_14.lp,10,10,11,11,1.1,1.1,"{'R1': 0, 'R2': 1, 'R3': 6, 'R4': 0, 'R5': 0, 'R6': 1, 'R7': 1, 'R8': 1, 'R9': 0}",6,0,0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
/Users/eleftheriakouppari/Desktop/PHD/CURRENT/CODE/PhD-RPN-ASP/RandomPetriNetsGenerator/RESULTS_full/places_to_stop/10/r1_r2_r3_r4_r5_r6_r7_r8_r9/no_bonds/token_types_6/randomPN_15.lp,10,9,9,10,1.0,0.9,"{'R1': 2, 'R2': 3, 'R3': 2, 'R4': 1, 'R5': 0, 'R6': 1, 'R7': 0, 'R8': 0, 'R9': 0}",6,0,0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
/Users/eleftheriakouppari/Desktop/PHD/CURRENT/CODE/PhD-RPN-ASP/RandomPetriNetsGenerator/RESULTS_full/places_to_stop/10/r1_r2_r3_r4_r5_r6_r7_r8_r9/no_bonds/token_types_6/randomPN_16.lp,10,12,12,13,1.3,1.2,"{'R1': 2, 'R2': 0, 'R3': 6, 'R4': 0, 'R5': 0, 'R6': 1, 'R7': 0, 'R8': 2, 'R9': 1}",6,0,0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
/Users/eleftheriakouppari/Desktop/PHD/CURRENT/CODE/PhD-RPN-ASP/RandomPetriNetsGenerator/RESULTS_full/places_to_stop/10/r1_r2_r3_r4_r5_r6_r7_r8_r9/no_bonds/token_types_6/randomPN_17.lp,10,6,9,11,1.1,0.9,"{'R1': 2, 'R2': 1, 'R3': 1, 'R4': 4, 'R5': 0, 'R6': 0, 'R7': 0, 'R8': 1, 'R9': 0}",6,0,0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
/Users/eleftheriakouppari/Desktop/PHD/CURRENT/CODE/PhD-RPN-ASP/RandomPetriNetsGenerator/RESULTS_full/places_to_stop/10/r1_r2_r3_r4_r5_r6_r7_r8_r9/no_bonds/token_types_6/randomPN_18.lp,10,13,13,15,1.5,1.3,"{'R1': 1, 'R2': 3, 'R3': 2, 'R4': 2, 'R5': 1, 'R6': 4, 'R7': 0, 'R8': 1, 'R9': 2}",6,0,0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
/Users/eleftheriakouppari/Desktop/PHD/CURRENT/CODE/PhD-RPN-ASP/RandomPetriNetsGenerator/RESULTS_full/places_to_stop/10/r1_r2_r3_r4_r5_r6_r7_r8_r9/no_bonds/token_types_6/randomPN_19.lp,10,11,13,20,2.0,1.3,"{'R1': 0, 'R2': 3, 'R3': 2, 'R4': 3, 'R5': 1, 'R6': 2, 'R7': 0, 'R8': 2, 'R9': 2}",6,0,0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
/Users/eleftheriakouppari/Desktop/PHD/CURRENT/CODE/PhD-RPN-ASP/RandomPetriNetsGenerator/RESULTS_full/places_to_stop/10/r1_r2_r3_r4_r5_r6_r7_r8_r9/no_bonds/token_types_6/randomPN_2.lp,10,15,17,18,1.8,1.7,"{'R1': 0, 'R2': 2, 'R3': 5, 'R4': 0, 'R5': 3, 'R6': 3, 'R7': 1, 'R8': 1, 'R9': 1}",6,0,0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
/Users/eleftheriakouppari/Desktop/PHD/CURRENT/CODE/PhD-RPN-ASP/RandomPetriNetsGenerator/RESULTS_full/places_to_stop/10/r1_r2_r3_r4_r5_r6_r7_r8_r9/no_bonds/token_types_6/randomPN_20.lp,10,8,9,15,1.5,0.9,"{'R1': 3, 'R2': 1, 'R3': 1, 'R4': 3, 'R5': 1, 'R6': 1, 'R7': 0, 'R8': 0, 'R9': 1}",6,0,0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
/Users/eleftheriakouppari/Desktop/PHD/CURRENT/CODE/PhD-RPN-ASP/RandomPetriNetsGenerator/RESULTS_full/places_to_stop/10/r1_r2_r3_r4_r5_r6_r7_r8_r9/no_bonds/token_types_6/randomPN_21.lp,10,16,16,17,1.7,1.6,"{'R1': 3, 'R2': 1, 'R3': 4, 'R4': 0, 'R5': 0, 'R6': 3, 'R7': 0, 'R8': 4, 'R9': 1}",6,0,0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
/Users/eleftheriakouppari/Desktop/PHD/CURRENT/CODE/PhD-RPN-ASP/RandomPetriNetsGenerator/RESULTS_full/places_to_stop/10/r1_r2_r3_r4_r5_r6_r7_r8_r9/no_bonds/token_types_6/randomPN_22.lp,10,9,11,11,1.1,1.1,"{'R1': 1, 'R2': 0, 'R3': 5, 'R4': 2, 'R5': 1, 'R6': 0, 'R7': 0, 'R8': 1, 'R9': 0}",6,0,0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
/Users/eleftheriakouppari/Desktop/PHD/CURRENT/CODE/PhD-RPN-ASP/RandomPetriNetsGenerator/RESULTS_full/places_to_stop/10/r1_r2_r3_r4_r5_r6_r7_r8_r9/no_bonds/token_types_6/randomPN_23.lp,10,8,13,16,1.6,1.3,"{'R1': 2, 'R2': 1, 'R3': 0, 'R4': 3, 'R5': 1, 'R6': 2, 'R7': 2, 'R8': 1, 'R9': 1}",6,0,0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
/Users/eleftheriakouppari/Desktop/PHD/CURRENT/CODE/PhD-RPN-ASP/RandomPetriNetsGenerator/RESULTS_full/places_to_stop/10/r1_r2_r3_r4_r5_r6_r7_r8_r9/no_bonds/token_types_6/randomPN_24.lp,10,11,14,20,2.0,1.4,"{'R1': 1, 'R2': 2, 'R3': 0, 'R4': 3, 'R5': 3, 'R6': 3, 'R7': 2, 'R8': 1, 'R9': 0}",6,0,0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
/Users/eleftheriakouppari/Desktop/PHD/CURRENT/CODE/PhD-RPN-ASP/RandomPetriNetsGenerator/RESULTS_full/places_to_stop/10/r1_r2_r3_r4_r5_r6_r7_r8_r9/no_bonds/token_types_6/randomPN_25.lp,10,8,13,11,1.1,1.3,"{'R1': 1, 'R2': 2, 'R3': 2, 'R4': 1, 'R5': 1, 'R6': 0, 'R7': 2, 'R8': 1, 'R9': 1}",6,0,0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
/Users/eleftheriakouppari/Desktop/PHD/CURRENT/CODE/PhD-RPN-ASP/RandomPetriNetsGenerator/RESULTS_full/places_to_stop/10/r1_r2_r3_r4_r5_r6_r7_r8_r9/no_bonds/token_types_6/randomPN_26.lp,10,10,14,16,1.6,1.4,"{'R1': 2, 'R2': 0, 'R3': 2, 'R4': 3, 'R5': 2, 'R6': 2, 'R7': 1, 'R8': 1, 'R9': 0}",6,0,0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
