Filename,Places,Transitions,ptarcs,tparcs,In_Degree,Out_Degree,Rules_set_Active,Tokens,Bonds,max_bond_arcs,Max_bond_degree,Mean_bond_degree,Sd_bond_degree,Tokens_Initial,Initial_Bonds,bonds_created,bonds_destroyed,Bond_Arcs
/Users/eleftheriakouppari/Desktop/PHD/CURRENT/CODE/PhD-RPN-ASP/RandomPetriNetsGenerator/RESULTS_full/places_to_stop/10/r1_r2_r3_r4_r5_r6_r7_r8_r9/no_bonds/token_types_10/randomPN_0.lp,10,8,12,11,1.1,1.2,"{'R1': 0, 'R2': 2, 'R3': 4, 'R4': 2, 'R5': 0, 'R6': 1, 'R7': 0, 'R8': 0, 'R9': 1}",10,0,0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
/Users/eleftheriakouppari/Desktop/PHD/CURRENT/CODE/PhD-RPN-ASP/RandomPetriNetsGenerator/RESULTS_full/places_to_stop/10/r1_r2_r3_r4_r5_r6_r7_r8_r9/no_bonds/token_types_10/randomPN_1.lp,10,9,11,19,1.9,1.1,"{'R1': 2, 'R2': 1, 'R3': 1, 'R4': 4, 'R5': 0, 'R6': 1, 'R7': 0, 'R8': 3, 'R9': 0}",10,0,0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
/Users/eleftheriakouppari/Desktop/PHD/CURRENT/CODE/PhD-RPN-ASP/RandomPetriNetsGenerator/RESULTS_full/places_to_stop/10/r1_r2_r3_r4_r5_r6_r7_r8_r9/no_bonds/token_types_10/randomPN_10.lp,10,9,11,13,1.3,1.1,"{'R1': 0, 'R2': 4, 'R3': 1, 'R4': 2, 'R5': 1, 'R6': 1, 'R7': 1, 'R8': 1, 'R9': 1}",10,0,0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
/Users/eleftheriakouppari/Desktop/PHD/CURRENT/CODE/PhD-RPN-ASP/RandomPetriNetsGenerator/RESULTS_full/places_to_stop/10/r1_r2_r3_r4_r5_r6_r7_r8_r9/no_bonds/token_types_10/randomPN_11.lp,10,9,12,16,1.6,1.2,"{'R1': 2, 'R2': 1, 'R3': 2, 'R4': 3, 'R5': 1, 'R6': 1, 'R7': 0, 'R8': 1, 'R9': 2}",10,0,0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
/Users/eleftheriakouppari/Desktop/PHD/CURRENT/CODE/PhD-RPN-ASP/RandomPetriNetsGenerator/RESULTS_full/places_to_stop/10/r1_r2_r3_r4_r5_r6_r7_r8_r9/no_bonds/token_types_10/randomPN_12.lp,10,6,10,12,1.2,1.0,"{'R1': 1, 'R2': 2, 'R3': 0, 'R4': 4, 'R5': 0, 'R6': 2, 'R7': 1, 'R8': 0, 'R9': 1}",10,0,0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
/Users/eleftheriakouppari/Desktop/PHD/CURRENT/CODE/PhD-RPN-ASP/RandomPetriNetsGenerator/RESULTS_full/places_to_stop/10/r1_r2_r3_r4_r5_r6_r7_r8_r9/no_bonds/token_types_10/randomPN_13.lp,10,13,15,18,1.8,1.5,"{'R1': 2, 'R2': 0, 'R3': 3, 'R4': 1, 'R5': 4, 'R6': 3, 'R7': 2, 'R8': 0, 'R9': 1}",10,0,0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
/Users/eleftheriakouppari/Desktop/PHD/CURRENT/CODE/PhD-RPN-ASP/RandomPetriNetsGenerator/RESULTS_full/places_to_stop/10/r1_r2_r3_r4_r5_r6_r7_r8_r9/no_bonds/token_types_10/randomPN_14.lp,10,7,10,10,1.0,1.0,"{'R1': 1, 'R2': 3, 'R3': 1, 'R4': 2, 'R5': 0, 'R6': 1, 'R7': 1, 'R8': 0, 'R9': 0}",10,0,0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
/Users/eleftheriakouppari/Desktop/PHD/CURRENT/CODE/PhD-RPN-ASP/RandomPetriNetsGenerator/RESULTS_full/places_to_stop/10/r1_r2_r3_r4_r5_r6_r7_r8_r9/no_bonds/token_types_10/randomPN_15.lp,10,9,9,11,1.1,0.9,"{'R1': 0, 'R2': 3, 'R3': 4, 'R4': 1, 'R5': 1, 'R6': 0, 'R7': 0, 'R8': 0, 'R9': 0}",10,0,0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
/Users/eleftheriakouppari/Desktop/PHD/CURRENT/CODE/PhD-RPN-ASP/RandomPetriNetsGenerator/RESULTS_full/places_to_stop/10/r1_r2_r3_r4_r5_r6_r7_r8_r9/no_bonds/token_types_10/randomPN_16.lp,10,9,10,16,1.6,1.0,"{'R1': 1, 'R2': 2, 'R3': 2, 'R4': 2, 'R5': 2, 'R6': 1, 'R7': 1, 'R8': 0, 'R9': 1}",10,0,0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
/Users/eleftheriakouppari/Desktop/PHD/CURRENT/CODE/PhD-RPN-ASP/RandomPetriNetsGenerator/RESULTS_full/places_to_stop/10/r1_r2_r3_r4_r5_r6_r7_r8_r9/no_bonds/token_types_10/randomPN_17.lp,10,6,7,11,1.1,0.7,"{'R1': 2, 'R2': 2, 'R3': 0, 'R4': 4, 'R5': 0, 'R6': 0, 'R7': 0, 'R8': 1, 'R9': 0}",10,0,0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
/Users/eleftheriakouppari/Desktop/PHD/CURRENT/CODE/PhD-RPN-ASP/RandomPetriNetsGenerator/RESULTS_full/places_to_stop/10/r1_r2_r3_r4_r5_r6_r7_r8_r9/no_bonds/token_types_10/randomPN_18.lp,10,7,9,9,0.9,0.9,"{'R1': 1, 'R2': 1, 'R3': 4, 'R4': 1, 'R5': 0, 'R6': 0, 'R7': 1, 'R8': 0, 'R9': 0}",10,0,0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
/Users/eleftheriakouppari/Desktop/PHD/CURRENT/CODE/PhD-RPN-ASP/RandomPetriNetsGenerator/RESULTS_full/places_to_stop/10/r1_r2_r3_r4_r5_r6_r7_r8_r9/no_bonds/token_types_10/randomPN_19.lp,10,12,13,19,1.9,1.3,"{'R1': 2, 'R2': 2, 'R3': 1, 'R4': 2, 'R5': 4, 'R6': 1, 'R7': 1, 'R8': 1, 'R9': 1}",10,0,0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
/Users/eleftheriakouppari/Desktop/PHD/CURRENT/CODE/PhD-RPN-ASP/RandomPetriNetsGenerator/RESULTS_full/places_to_stop/10/r1_r2_r3_r4_r5_r6_r7_r8_r9/no_bonds/token_types_10/randomPN_2.lp,10,10,10,10,1.0,1.0,"{'R1': 1, 'R2': 4, 'R3': 3, 'R4': 0, 'R5': 1, 'R6': 0, 'R7': 0, 'R8': 0, 'R9': 0}",10,0,0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
/Users/eleftheriakouppari/Desktop/PHD/CURRENT/CODE/PhD-RPN-ASP/RandomPetriNetsGenerator/RESULTS_full/places_to_stop/10/r1_r2_r3_r4_r5_r6_r7_r8_r9/no_bonds/token_types_10/randomPN_20.lp,10,10,11,12,1.2,1.1,"{'R1': 3, 'R2': 3, 'R3': 1, 'R4': 1, 'R5': 1, 'R6': 0, 'R7': 0, 'R8': 1, 'R9': 1}",10,0,0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
/Users/eleftheriakouppari/Desktop/PHD/CURRENT/CODE/PhD-RPN-ASP/RandomPetriNetsGenerator/RESULTS_full/places_to_stop/10/r1_r2_r3_r4_r5_r6_r7_r8_r9/no_bonds/token_types_10/randomPN_21.lp,10,7,9,11,1.1,0.9,"{'R1': 3, 'R2': 1, 'R3': 1, 'R4': 3, 'R5': 0, 'R6': 1, 'R7': 0, 'R8': 0, 'R9': 4}",10,0,0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
/Users/eleftheriakouppari/Desktop/PHD/CURRENT/CODE/PhD-RPN-ASP/RandomPetriNetsGenerator/RESULTS_full/places_to_stop/10/r1_r2_r3_r4_r5_r6_r7_r8_r9/no_bonds/token_types_10/randomPN_22.lp,10,7,9,10,1.0,0.9,"{'R1': 2, 'R2': 2, 'R3': 1, 'R4': 1, 'R5': 1, 'R6': 0, 'R7': 2, 'R8': 0, 'R9': 0}",10,0,0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
/Users/eleftheriakouppari/Desktop/PHD/CURRENT/CODE/PhD-RPN-ASP/RandomPetriNetsGenerator/RESULTS_full/places_to_stop/10/r1_r2_r3_r4_r5_r6_r7_r8_r9/no_bonds/token_types_10/randomPN_23.lp,10,11,12,13,1.3,1.2,"{'R1': 4, 'R2': 1, 'R3': 1, 'R4': 1, 'R5': 2, 'R6': 2, 'R7': 1, 'R8': 0, 'R9': 0}",10,0,0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
/Users/eleftheriakouppari/Desktop/PHD/CURRENT/CODE/PhD-RPN-ASP/RandomPetriNetsGenerator/RESULTS_full/places_to_stop/10/r1_r2_r3_r4_r5_r6_r7_r8_r9/no_bonds/token_types_10/randomPN_24.lp,10,15,17,16,1.6,1.7,"{'R1': 1, 'R2': 5, 'R3': 2, 'R4': 0, 'R5': 2, 'R6': 2, 'R7': 0, 'R8': 2, 'R9': 7}",10,0,0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
/Users/eleftheriakouppari/Desktop/PHD/CURRENT/CODE/PhD-RPN-ASP/RandomPetriNetsGenerator/RESULTS_full/places_to_stop/10/r1_r2_r3_r4_r5_r6_r7_r8_r9/no_bonds/token_types_10/randomPN_25.lp,10,10,12,14,1.4,1.2,"{'R1': 2, 'R2': 0, 'R3': 3, 'R4': 2, 'R5': 1, 'R6': 2, 'R7': 1, 'R8': 1, 'R9': 2}",10,0,0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
/Users/eleftheriakouppari/Desktop/PHD/CURRENT/CODE/PhD-RPN-ASP/RandomPetriNetsGenerator/RESULTS_full/places_to_stop/10/r1_r2_r3_r4_r5_r6_r7_r8_r9/no_bonds/token_types_10/randomPN_26.lp,10,10,11,14,1.4,1.1,"{'R1': 1, 'R2': 2, 'R3': 3, 'R4': 2, 'R5': 1, 'R6': 1, 'R7': 0, 'R8': 1, 'R9': 2}",10,0,0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
/Users/eleftheriakouppari/Desktop/PHD/CURRENT/CODE/PhD-RPN-ASP/RandomPetriNetsGenerator/RESULTS_full/places_to_stop/10/r1_r2_r3_r4_r5_r6_r7_r8_r9/no_bonds/token_types_10/randomPN_27.lp,10,9,9,13,1.3,0.9,"{'R1': 1, 'R2': 2, 'R3': 3, 'R4': 2, 'R5': 1, 'R6': 1, 'R7': 0, 'R8': 0, 'R9': 1}",10,0,0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
/Users/eleftheriakouppari/Desktop/PHD/CURRENT/CODE/PhD-RPN-ASP/RandomPetriNetsGenerator/RESULTS_full/places_to_stop/10/r1_r2_r3_r4_r5_r6_r7_r8_r9/no_bonds/token_types_10/randomPN_28.lp,10,11,12,14,1.4,1.2,"{'R1': 2, 'R2': 3, 'R3': 1, 'R4': 1, 'R5': 2, 'R6': 0, 'R7': 1, 'R8': 2, 'R9': 0}",10,0,0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
/Users/eleftheriakouppari/Desktop/PHD/CURRENT/CODE/PhD-RPN-ASP/RandomPetriNetsGenerator/RESULTS_full/places_to_stop/10/r1_r2_r3_r4_r5_r6_r7_r8_r9/no_bonds/token_types_10/randomPN_29.lp,10,10,12,15,1.5,1.2,"{'R1': 2, 'R2': 1, 'R3': 3, 'R4': 0, 'R5': 2, 'R6': 0, 'R7': 2, 'R8': 1, 'R9': 1}",10,0,0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
/Users/eleftheriakouppari/Desktop/PHD/CURRENT/CODE/PhD-RPN-ASP/RandomPetriNetsGenerator/RESULTS_full/places_to_stop/10/r1_r2_r3_r4_r5_r6_r7_r8_r9/no_bonds/token_types_10/randomPN_3.lp,10,8,9,9,0.9,0.9,"{'R1': 2, 'R2': 1, 'R3': 4, 'R4': 1, 'R5': 0, 'R6': 0, 'R7': 0, 'R8': 0, 'R9': 1}",10,0,0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
/Users/eleftheriakouppari/Desktop/PHD/CURRENT/CODE/PhD-RPN-ASP/RandomPetriNetsGenerator/RESULTS_full/places_to_stop/10/r1_r2_r3_r4_r5_r6_r7_r8_r9/no_bonds/token_types_10/randomPN_30.lp,10,12,13,19,1.9,1.3,"{'R1': 1, 'R2': 3, 'R3': 1, 'R4': 2, 'R5': 2, 'R6': 1, 'R7': 1, 'R8': 3, 'R9': 0}",10,0,0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
/Users/eleftheriakouppari/Desktop/PHD/CURRENT/CODE/PhD-RPN-ASP/RandomPetriNetsGenerator/RESULTS_full/places_to_stop/10/r1_r2_r3_r4_r5_r6_r7_r8_r9/no_bonds/token_types_10/randomPN_31.lp,10,9,11,15,1.5,1.1,"{'R1': 1, 'R2': 1, 'R3': 3, 'R4': 1, 'R5': 2, 'R6': 0, 'R7': 2, 'R8': 1, 'R9': 1}",10,0,0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
/Users/eleftheriakouppari/Desktop/PHD/CURRENT/CODE/PhD-RPN-ASP/RandomPetriNetsGenerator/RESULTS_full/places_to_stop/10/r1_r2_r3_r4_r5_r6_r7_r8_r9/no_bonds/token_types_10/randomPN_32.lp,10,8,9,11,1.1,0.9,"{'R1': 1, 'R2': 2, 'R3': 2, 'R4': 3, 'R5': 1, 'R6': 0, 'R7': 0, 'R8': 1, 'R9': 1}",10,0,0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
/Users/eleftheriakouppari/Desktop/PHD/CURRENT/CODE/PhD-RPN-ASP/RandomPetriNetsGenerator/RESULTS_full/places_to_stop/10/r1_r2_r3_r4_r5_r6_r7_r8_r9/no_bonds/token_types_10/randomPN_33.lp,10,8,9,12,1.2,0.9,"{'R1': 2, 'R2': 2, 'R3': 1, 'R4': 3, 'R5': 0, 'R6': 2, 'R7': 0, 'R8': 0, 'R9': 1}",10,0,0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
/Users/eleftheriakouppari/Desktop/PHD/CURRENT/CODE/PhD-RPN-ASP/RandomPetriNetsGenerator/RESULTS_full/places_to_stop/10/r1_r2_r3_r4_r5_r6_r7_r8_r9/no_bonds/token_types_10/randomPN_34.lp,10,12,13,15,1.5,1.3,"{'R1': 2, 'R2': 1, 'R3': 3, 'R4': 1, 'R5': 1, 'R6': 2, 'R7': 1, 'R8': 2, 'R9': 0}",10,0,0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
/Users/eleftheriakouppari/Desktop/PHD/CURRENT/CODE/PhD-RPN-ASP/RandomPetriNetsGenerator/RESULTS_full/places_to_stop/10/r1_r2_r3_r4_r5_r6_r7_r8_r9/no_bonds/token_types_10/randomPN_35.lp,10,9,12,14,1.4,1.2,"{'R1': 2, 'R2': 2, 'R3': 1, 'R4': 1, 'R5': 3, 'R6': 0, 'R7': 2, 'R8': 0, 'R9': 1}",10,0,0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
/Users/eleftheriakouppari/Desktop/PHD/CURRENT/CODE/PhD-RPN-ASP/RandomPetriNetsGenerator/RESULTS_full/places_to_stop/10/r1_r2_r3_r4_r5_r6_r7_r8_r9/no_bonds/token_types_10/randomPN_36.lp,10,9,14,17,1.7,1.4,"{'R1': 2, 'R2': 0, 'R3': 1, 'R4': 3, 'R5': 3, 'R6': 1, 'R7': 2, 'R8': 1, 'R9': 3}",10,0,0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
/Users/eleftheriakouppari/Desktop/PHD/CURRENT/CODE/PhD-RPN-ASP/RandomPetriNetsGenerator/RESULTS_full/places_to_stop/10/r1_r2_r3_r4_r5_r6_r7_r8_r9/no_bonds/token_types_10/randomPN_37.lp,10,8,10,11,1.1,1.0,"{'R1': 1, 'R2': 0, 'R3': 5, 'R4': 0, 'R5': 0, 'R6': 1, 'R7': 2, 'R8': 0, 'R9': 1}",10,0,0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
/Users/eleftheriakouppari/Desktop/PHD/CURRENT/CODE/PhD-RPN-ASP/RandomPetriNetsGenerator/RESULTS_full/places_to_stop/10/r1_r2_r3_r4_r5_r6_r7_r8_r9/no_bonds/token_types_10/randomPN_38.lp,10,15,16,20,2.0,1.6,"{'R1': 1, 'R2': 4, 'R3': 1, 'R4': 1, 'R5': 4, 'R6': 3, 'R7': 1, 'R8': 1, 'R9': 3}",10,0,0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
/Users/eleftheriakouppari/Desktop/PHD/CURRENT/CODE/PhD-RPN-ASP/RandomPetriNetsGenerator/RESULTS_full/places_to_stop/10/r1_r2_r3_r4_r5_r6_r7_r8_r9/no_bonds/token_types_10/randomPN_39.lp,10,9,10,12,1.2,1.0,"{'R1': 3, 'R2': 2, 'R3': 1, 'R4': 1, 'R5': 0, 'R6': 0, 'R7': 1, 'R8': 2, 'R9': 0}",10,0,0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
/Users/eleftheriakouppari/Desktop/PHD/CURRENT/CODE/PhD-RPN-ASP/RandomPetriNetsGenerator/RESULTS_full/places_to_stop/10/r1_r2_r3_r4_r5_r6_r7_r8_r9/no_bonds/token_types_10/randomPN_4.lp,10,9,9,13,1.3,0.9,"{'R1': 2, 'R2': 1, 'R3': 3, 'R4': 2, 'R5': 0, 'R6': 1, 'R7': 0, 'R8': 1, 'R9': 0}",10,0,0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
/Users/eleftheriakouppari/Desktop/PHD/CURRENT/CODE/PhD-RPN-ASP/RandomPetriNetsGenerator/RESULTS_full/places_to_stop/10/r1_r2_r3_r4_r5_r6_r7_r8_r9/no_bonds/token_types_10/randomPN_40.lp,10,7,11,11,1.1,1.1,"{'R1': 2, 'R2': 1, 'R3': 1, 'R4': 2, 'R5': 0, 'R6': 1, 'R7': 2, 'R8': 1, 'R9': 2}",10,0,0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
/Users/eleftheriakouppari/Desktop/PHD/CURRENT/CODE/PhD-RPN-ASP/RandomPetriNetsGenerator/RESULTS_full/places_to_stop/10/r1_r2_r3_r4_r5_r6_r7_r8_r9/no_bonds/token_types_10/randomPN_41.lp,10,8,10,14,1.4,1.0,"{'R1': 1, 'R2': 1, 'R3': 2, 'R4': 2, 'R5': 0, 'R6': 1, 'R7': 2, 'R8': 2, 'R9': 0}",10,0,0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
/Users/eleftheriakouppari/Desktop/PHD/CURRENT/CODE/PhD-RPN-ASP/RandomPetriNetsGenerator/RESULTS_full/places_to_stop/10/r1_r2_r3_r4_r5_r6_r7_r8_r9/no_bonds/token_types_10/randomPN_42.lp,10,10,11,13,1.3,1.1,"{'R1': 3, 'R2': 0, 'R3': 4, 'R4': 1, 'R5': 0, 'R6': 2, 'R7': 0, 'R8': 0, 'R9': 5}",10,0,0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
/Users/eleftheriakouppari/Desktop/PHD/CURRENT/CODE/PhD-RPN-ASP/RandomPetriNetsGenerator/RESULTS_full/places_to_stop/10/r1_r2_r3_r4_r5_r6_r7_r8_r9/no_bonds/token_types_10/randomPN_43.lp,10,13,14,20,2.0,1.4,"{'R1': 1, 'R2': 3, 'R3': 2, 'R4': 2, 'R5': 3, 'R6': 2, 'R7': 0, 'R8': 1, 'R9': 2}",10,0,0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
