Filename,Places,Transitions,ptarcs,tparcs,In_Degree,Out_Degree,Rules_set_Active,Tokens,Bonds,Max_bond_degree,Mean_bond_degree,Sd_bond_degree,Tokens_Initial,Initial_Bonds,bonds_created,bonds_destroyed,Bond_Arcs
/Users/eleftheriakouppari/Desktop/PHD/CURRENT/CODE/PhD-RPN-ASP/RandomPetriNetsGenerator/RESULTS_full/places_to_stop/10/r1_r2_r3_r4_r5_r6_r7_r8_r9/bonds/token_types_22/randomPN_0.lp,10,11,12,13,1.3,1.2,"{'R1': 3, 'R2': 1, 'R3': 2, 'R4': 1, 'R5': 3, 'R6': 0, 'R7': 1, 'R8': 1, 'R9': 0}",22,1,3.0,2.3333333333333335,0.5773502691896257,22.0,1.0,2.0,0.0,4.0
/Users/eleftheriakouppari/Desktop/PHD/CURRENT/CODE/PhD-RPN-ASP/RandomPetriNetsGenerator/RESULTS_full/places_to_stop/10/r1_r2_r3_r4_r5_r6_r7_r8_r9/bonds/token_types_22/randomPN_1.lp,10,7,11,11,1.1,1.1,"{'R1': 1, 'R2': 0, 'R3': 3, 'R4': 3, 'R5': 0, 'R6': 0, 'R7': 1, 'R8': 2, 'R9': 2}",22,4,2.0,2.0,0.0,22.0,4.0,0.0,0.0,8.0
/Users/eleftheriakouppari/Desktop/PHD/CURRENT/CODE/PhD-RPN-ASP/RandomPetriNetsGenerator/RESULTS_full/places_to_stop/10/r1_r2_r3_r4_r5_r6_r7_r8_r9/bonds/token_types_22/randomPN_10.lp,10,11,12,13,1.3,1.2,"{'R1': 1, 'R2': 2, 'R3': 4, 'R4': 1, 'R5': 1, 'R6': 1, 'R7': 0, 'R8': 1, 'R9': 1}",22,1,3.0,2.5,0.7071067811865476,22.0,1.0,1.0,0.0,3.0
/Users/eleftheriakouppari/Desktop/PHD/CURRENT/CODE/PhD-RPN-ASP/RandomPetriNetsGenerator/RESULTS_full/places_to_stop/10/r1_r2_r3_r4_r5_r6_r7_r8_r9/bonds/token_types_22/randomPN_11.lp,10,14,15,15,1.5,1.5,"{'R1': 1, 'R2': 4, 'R3': 2, 'R4': 0, 'R5': 0, 'R6': 1, 'R7': 1, 'R8': 5, 'R9': 1}",22,1,2.0,2.0,0.0,22.0,1.0,0.0,0.0,2.0
/Users/eleftheriakouppari/Desktop/PHD/CURRENT/CODE/PhD-RPN-ASP/RandomPetriNetsGenerator/RESULTS_full/places_to_stop/10/r1_r2_r3_r4_r5_r6_r7_r8_r9/bonds/token_types_22/randomPN_12.lp,10,12,15,14,1.4,1.5,"{'R1': 0, 'R2': 5, 'R3': 1, 'R4': 2, 'R5': 1, 'R6': 2, 'R7': 0, 'R8': 2, 'R9': 0}",22,3,2.0,2.0,0.0,22.0,3.0,0.0,0.0,6.0
/Users/eleftheriakouppari/Desktop/PHD/CURRENT/CODE/PhD-RPN-ASP/RandomPetriNetsGenerator/RESULTS_full/places_to_stop/10/r1_r2_r3_r4_r5_r6_r7_r8_r9/bonds/token_types_22/randomPN_13.lp,10,11,11,11,1.1,1.1,"{'R1': 2, 'R2': 3, 'R3': 3, 'R4': 0, 'R5': 1, 'R6': 1, 'R7': 0, 'R8': 0, 'R9': 0}",22,1,2.0,2.0,0.0,22.0,1.0,0.0,0.0,2.0
/Users/eleftheriakouppari/Desktop/PHD/CURRENT/CODE/PhD-RPN-ASP/RandomPetriNetsGenerator/RESULTS_full/places_to_stop/10/r1_r2_r3_r4_r5_r6_r7_r8_r9/bonds/token_types_22/randomPN_14.lp,10,9,12,12,1.2,1.2,"{'R1': 1, 'R2': 2, 'R3': 3, 'R4': 1, 'R5': 0, 'R6': 2, 'R7': 1, 'R8': 0, 'R9': 2}",22,3,2.0,2.0,0.0,22.0,3.0,1.0,0.0,7.0
/Users/eleftheriakouppari/Desktop/PHD/CURRENT/CODE/PhD-RPN-ASP/RandomPetriNetsGenerator/RESULTS_full/places_to_stop/10/r1_r2_r3_r4_r5_r6_r7_r8_r9/bonds/token_types_22/randomPN_15.lp,10,8,8,12,1.2,0.8,"{'R1': 2, 'R2': 4, 'R3': 0, 'R4': 2, 'R5': 1, 'R6': 0, 'R7': 0, 'R8': 0, 'R9': 0}",22,1,2.0,2.0,0.0,22.0,1.0,0.0,0.0,2.0
/Users/eleftheriakouppari/Desktop/PHD/CURRENT/CODE/PhD-RPN-ASP/RandomPetriNetsGenerator/RESULTS_full/places_to_stop/10/r1_r2_r3_r4_r5_r6_r7_r8_r9/bonds/token_types_22/randomPN_16.lp,10,13,17,22,2.2,1.7,"{'R1': 0, 'R2': 3, 'R3': 1, 'R4': 2, 'R5': 0, 'R6': 3, 'R7': 2, 'R8': 5, 'R9': 1}",22,2,3.0,2.1666666666666665,0.408248290463863,22.0,2.0,3.0,0.0,7.0
/Users/eleftheriakouppari/Desktop/PHD/CURRENT/CODE/PhD-RPN-ASP/RandomPetriNetsGenerator/RESULTS_full/places_to_stop/10/r1_r2_r3_r4_r5_r6_r7_r8_r9/bonds/token_types_22/randomPN_17.lp,10,13,15,22,2.2,1.5,"{'R1': 1, 'R2': 3, 'R3': 1, 'R4': 1, 'R5': 2, 'R6': 3, 'R7': 2, 'R8': 2, 'R9': 3}",22,6,3.0,2.0833333333333335,0.28867513459481287,22.0,6.0,1.0,0.0,13.0
/Users/eleftheriakouppari/Desktop/PHD/CURRENT/CODE/PhD-RPN-ASP/RandomPetriNetsGenerator/RESULTS_full/places_to_stop/10/r1_r2_r3_r4_r5_r6_r7_r8_r9/bonds/token_types_22/randomPN_18.lp,10,11,13,13,1.3,1.3,"{'R1': 1, 'R2': 2, 'R3': 4, 'R4': 1, 'R5': 2, 'R6': 0, 'R7': 0, 'R8': 1, 'R9': 1}",22,1,2.0,2.0,0.0,22.0,1.0,2.0,0.0,4.0
/Users/eleftheriakouppari/Desktop/PHD/CURRENT/CODE/PhD-RPN-ASP/RandomPetriNetsGenerator/RESULTS_full/places_to_stop/10/r1_r2_r3_r4_r5_r6_r7_r8_r9/bonds/token_types_22/randomPN_19.lp,10,12,16,14,1.4,1.6,"{'R1': 3, 'R2': 3, 'R3': 0, 'R4': 0, 'R5': 4, 'R6': 1, 'R7': 2, 'R8': 0, 'R9': 2}",22,2,2.0,2.0,0.0,22.0,2.0,1.0,0.0,5.0
/Users/eleftheriakouppari/Desktop/PHD/CURRENT/CODE/PhD-RPN-ASP/RandomPetriNetsGenerator/RESULTS_full/places_to_stop/10/r1_r2_r3_r4_r5_r6_r7_r8_r9/bonds/token_types_22/randomPN_2.lp,10,10,15,17,1.7,1.5,"{'R1': 0, 'R2': 2, 'R3': 2, 'R4': 3, 'R5': 2, 'R6': 1, 'R7': 1, 'R8': 2, 'R9': 2}",22,3,3.0,2.142857142857143,0.3779644730092272,22.0,3.0,2.0,0.0,8.0
/Users/eleftheriakouppari/Desktop/PHD/CURRENT/CODE/PhD-RPN-ASP/RandomPetriNetsGenerator/RESULTS_full/places_to_stop/10/r1_r2_r3_r4_r5_r6_r7_r8_r9/bonds/token_types_22/randomPN_20.lp,10,9,13,11,1.1,1.3,"{'R1': 0, 'R2': 2, 'R3': 4, 'R4': 0, 'R5': 1, 'R6': 1, 'R7': 2, 'R8': 0, 'R9': 0}",22,2,2.0,2.0,0.0,22.0,2.0,0.0,0.0,4.0
/Users/eleftheriakouppari/Desktop/PHD/CURRENT/CODE/PhD-RPN-ASP/RandomPetriNetsGenerator/RESULTS_full/places_to_stop/10/r1_r2_r3_r4_r5_r6_r7_r8_r9/bonds/token_types_22/randomPN_21.lp,10,5,10,14,1.4,1.0,"{'R1': 1, 'R2': 1, 'R3': 0, 'R4': 4, 'R5': 1, 'R6': 1, 'R7': 2, 'R8': 0, 'R9': 3}",22,2,2.0,2.0,0.0,22.0,2.0,0.0,0.0,4.0
/Users/eleftheriakouppari/Desktop/PHD/CURRENT/CODE/PhD-RPN-ASP/RandomPetriNetsGenerator/RESULTS_full/places_to_stop/10/r1_r2_r3_r4_r5_r6_r7_r8_r9/bonds/token_types_22/randomPN_22.lp,10,10,11,11,1.1,1.1,"{'R1': 1, 'R2': 4, 'R3': 2, 'R4': 0, 'R5': 1, 'R6': 0, 'R7': 1, 'R8': 1, 'R9': 0}",22,1,2.0,2.0,0.0,22.0,1.0,0.0,0.0,2.0
/Users/eleftheriakouppari/Desktop/PHD/CURRENT/CODE/PhD-RPN-ASP/RandomPetriNetsGenerator/RESULTS_full/places_to_stop/10/r1_r2_r3_r4_r5_r6_r7_r8_r9/bonds/token_types_22/randomPN_23.lp,10,9,10,12,1.2,1.0,"{'R1': 3, 'R2': 0, 'R3': 3, 'R4': 1, 'R5': 1, 'R6': 0, 'R7': 1, 'R8': 1, 'R9': 0}",22,2,2.0,2.0,0.0,22.0,2.0,0.0,0.0,4.0
